X,Y,gid,Name,description,altitudeMode,Status,OneWayRoad,Direction,CityCouncil,PostedSpeedLimit_MPH,Shape.len,ParentPathLength_Miles,ProjectName,MaintainedBy,PhysicalJurisdiction,PathType,ParentTerminiDesc,ParentPathName,FiftyMileLoop,SurfaceMaterial,ProjectTermini,Path_Width_ft,Field_1
-106.711766146534,35.1443509321651,1453,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,654.740453,0.12,UNSER BOULEVARD SOUTH - PHASE II,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,<Null>,Asphalt,Unser Boulevard from St. Josephs to Dellyne,11,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.600599015919,35.1209287936515,1449,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,7,25,253.416818,0.04,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Hahn Arroyo to Menaul,Shepard,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.60604448307,35.0852490764134,1450,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,"N/E,S/W",6,35,2380.82551,0.45,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeLane,from Girard to Carlisle,Monte Vista,<Null>,Asphalt,<Null>,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.718974554564,35.1571721284835,1452,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,503.658956,0.09,UNSER BOULEVARD IMPROVEMENTS,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Mojave to Vulcan,Santo Domingo Trail,<Null>,Asphalt,<Null>,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.709685423486,35.1410365914498,1455,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,498.660223,0.09,UNSER BOULEVARD SOUTH - PHASE II,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Asphalt,Unser Boulevard from St. Josephs to Dellyne,11,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.716522101964,35.1337785036266,1457,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",1,<Null>,1289.993644,0.24,UNSER BOULEVARD SOUTH - PHASE II,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Asphalt,Unser Boulevard from St. Josephs to Dellyne,11,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.720006384991,35.1301635767991,1458,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,193.716885,0.03,UNSER BOULEVARD SOUTH - PHASE II,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Asphalt,Unser Boulevard from St. Josephs to Dellyne,11,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.725376754465,35.1252003575851,1460,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",1,<Null>,1093.123799,0.2,Unser Boulevard South - Phase I,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Asphalt,Unser Boulevard from Ouray Rd. to St. Josephs,11,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.727555487058,35.1210206577416,1461,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,2151.678633,0.4,Unser Boulevard South - Phase I,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Asphalt,Unser Boulevard from Ouray Rd. to St. Josephs,11,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.728297741147,35.1166958464583,1462,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,786.237521,0.14,Unser Widening I-40 to Ouray,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Asphalt,Unser Blvd From I-40 to Ouray,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.73070213001,35.1141143834254,1463,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,1144.612373,0.21,Unser Widening I-40 to Ouray,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Asphalt,Unser Blvd From I-40 to Ouray,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.730914589331,35.1106891144714,1465,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,343.006535,0.06,Unser Widening I-40 to Ouray,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Asphalt,Unser Blvd From I-40 to Ouray,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.730921794055,35.1084481798897,1466,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,899.792622,0.17,Unser Widening I-40 to Ouray,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Asphalt,Unser Blvd From I-40 to Ouray,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.730097300688,35.1057292881775,1467,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,989.083452,0.18,Unser Widening I-40 to Ouray,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Asphalt,Unser Blvd From I-40 to Ouray,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.729405678189,35.0977939961789,1468,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,1,<Null>,140.539303,0.02,Unser Blvd South Trail Extension Phase 1,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Unser to 7th,Unser Trail  N,Y,Asphalt,On E.side of Unser from Sarracino to Ladera,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.72974607652,35.0970103453464,1469,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,430.157817,0.08,Unser Blvd South Trail Extension Phase 1,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Concrete,On E.side of Unser from Sarracino to Ladera,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.728629144206,35.0888339818018,1471,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",1,<Null>,1963.219058,0.37,Unser Blvd South Trail Extension Phase 1,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Asphalt,On E.side of Unser from Sarracino to Ladera,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.726426582584,35.0852789499655,1472,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,908.812902,0.17,Unser Blvd South Trail Extension Phase 1,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Concrete,On E.side of Unser from Sarracino to Ladera,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.725077615146,35.0833597803011,1473,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,633.637909,0.12,Unser Blvd South Trail Extension Phase 1,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Concrete,On E.side of Unser from Sarracino to Ladera,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.724020525627,35.0810926221231,1474,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,1035.758923,0.19,Unser Blvd South Trail Extension Phase 1,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Concrete,On E.side of Unser from Sarracino to Ladera,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.72241448022,35.0762380934658,1475,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,3,<Null>,377.72335,0.07,Unser Blvd. Temp. Asph. Installation,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Asphalt,"Unser Blvd., Central Ave. to Sage",10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.722730611582,35.0728605802521,1477,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,3,<Null>,574.137064,0.1,Unser Blvd. Temp. Asph. Installation,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Asphalt,"Unser Blvd., Central Ave. to Sage",10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.72336521001,35.069911640174,1478,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,3,<Null>,1517.866142,0.28,Unser Blvd. Temp. Asph. Installation,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,<Null>,Asphalt,"Unser Blvd., Central Ave. to Sage",10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.72332419156,35.0666543982649,1479,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,3,<Null>,917.366858,0.17,Unser Blvd. Temp. Asph. Installation,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,<Null>,Asphalt,"Unser Blvd., Central Ave. to Sage",10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.722881685898,35.0632733511566,1480,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,3,<Null>,1023.006431,0.19,Unser Blvd. Temp. Asph. Installation,Under Review,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,<Null>,Asphalt,"Unser Blvd., Central Ave. to Sage",10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.722466777273,35.0601403627169,1481,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,3,<Null>,999.389977,0.18,Unser Blvd. Temp. Asph. Installation,Under Review,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,<Null>,Asphalt,"Unser Blvd., Central Ave. to Sage",10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.722351703913,35.0510141131002,1483,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",3,<Null>,1500.409685,0.28,Amole Del Norte Trail,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,<Null>,Asphalt,Amole Del Norte Channel between Sage Rd. and Blake Rd. SW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.730927218594,35.0267121354255,1485,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,3,<Null>,1648.922702,0.31,GRIP II: Unser SW,Under Review,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,<Null>,Asphalt,Unser Blvd from San Ygnacio to Dennis Chavez SW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.728965132273,35.0323682200554,1486,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",3,<Null>,2198.072889,0.41,GRIP II: Unser SW,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,<Null>,Asphalt,Unser Blvd from San Ygnacio to Dennis Chavez SW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.723156434096,35.0784263501088,1488,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,802.199274,0.15,Unser Blvd South Trail Extension Phase 1,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Dellyne to Dennis Chavez,Unser Trail  N,Y,Concrete,On E.side of Unser from Sarracino to Ladera,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.708672271121,35.1363557907525,1490,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,1059.025317,0.2,<Null>,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Unser to St. Joseph's,Atrisco Trail,<Null>,Asphalt,<Null>,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.706970913235,35.1299194788209,1493,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,1537.882246,0.29,<Null>,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Unser to St. Joseph's,Atrisco Trail,<Null>,Asphalt,<Null>,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.703122726112,35.1107002219679,1494,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,1027.901872,0.19,1-40/Coors Interchange Reconstruction,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Unser to 7th,I-40 Trail,<Null>,Asphalt,I-40 and Coors Blvd,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.704528648885,35.108647030436,1495,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,738.547105,0.13,1-40/Coors Interchange Reconstruction,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Unser to 7th,I-40 Trail,<Null>,Asphalt,I-40 and Coors Blvd,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.71592454284,35.1007000707349,1496,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",1,<Null>,443.249697,0.08,AMAFCA - West I-40 Channel,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Unser to 7th,I-40 Trail,<Null>,Asphalt,North side of  I-40 between Unser Blvd. & Coors Blvd. NW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.706205427596,35.1068866120535,1498,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,918.668144,0.17,AMAFCA - West I-40 Channel,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Unser to 7th,I-40 Trail,<Null>,Asphalt,North side of  I-40 between Unser Blvd. & Coors Blvd. NW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.714206084525,35.1033397239608,1499,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,299.529854,0.05,AMAFCA - West I-40 Channel,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Unser to 7th,I-40 Trail,<Null>,Asphalt,North side of  I-40 between Unser Blvd. & Coors Blvd. NW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.714002879345,35.1031098325227,1500,Crossing- Bicycle or pedestrian under/over crossings.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,34.946278,0,AMAFCA - West I-40 Channel,CABQ_PM,CITY OF ALBUQUERQUE,Crossing,from Unser to 7th,I-40 Trail,<Null>,Asphalt,North side of  I-40 between Unser Blvd. & Coors Blvd. NW,10,Crossing- Bicycle or pedestrian under/over crossings.
-106.750140958085,35.100073342009,1509,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",1,<Null>,1713.563889,0.32,"Stormcloud Subdivision, Unit 1",HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from 98th to Zephyr,Arroyo Vista Trail,<Null>,Asphalt,Tierra Pintada St. and Arroyo Vista Blvd. NW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.734455327873,35.093147261627,1502,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,198.494906,0.03,La Presa Dam Improvments,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Unser to 7th,I-40 Trail,<Null>,Asphalt,NWC of Unser & I-40 NW at the La Presa Dam,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.732203475859,35.0951345817133,1503,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,2071.437204,0.39,La Presa Dam Improvments,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Unser to 7th,I-40 Trail,<Null>,Asphalt,NWC of Unser & I-40 NW at the La Presa Dam,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.734288802367,35.0929226991794,1504,Crossing- Bicycle or pedestrian under/over crossings.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,51.61156,0,La Presa Dam Improvments,CABQ_PM,CITY OF ALBUQUERQUE,Crossing,from Unser to 7th,I-40 Trail,<Null>,Asphalt,NWC of Unser & I-40 NW at the La Presa Dam,10,Crossing- Bicycle or pedestrian under/over crossings.
-106.746109026018,35.1025208094347,1510,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",1,<Null>,926.144832,0.17,"Stormcloud Subdivision, Unit 1",HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from 98th to Zephyr,Arroyo Vista Trail,<Null>,Asphalt,Tierra Pintada St. and Arroyo Vista Blvd. NW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.742275667964,35.0948610226788,1506,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,1,<Null>,1299.715742,0.24,Westland North Sector Plan 1-A,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from 98th to Wynview,Arroyo Vista Trail,<Null>,Asphalt,Area east of 98th St. and north of LaDera Dr. NW.,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.747289056637,35.0939839221607,1507,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,993.795878,0.18,Westland North Sector Plan 1-A,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from 98th to Wynview,Arroyo Vista Trail,<Null>,Asphalt,Area east of 98th St. and north of LaDera Dr. NW.,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.753071368117,35.09773026053,1508,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,737.332343,0.13,"Stormcloud Subdivision, Unit 1",HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from 98th to Zephyr,Arroyo Vista Trail,<Null>,Asphalt,Tierra Pintada St. and Arroyo Vista Blvd. NW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.752568501966,35.0408259011969,1512,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,3,<Null>,319.940172,0.06,Gibson Blvd. Improv's-for SierraRanch,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Delgado to De Anza,Gibson Trail (West),<Null>,Asphalt,"Gibson Blvd., west from Messina Dr. SW..",8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.750135651334,35.0412384932542,1513,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,3,<Null>,969.45217,0.18,Gibson Blvd. Improv's-for SierraRanch,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Delgado to De Anza,Gibson Trail (West),<Null>,Asphalt,"Gibson Blvd., west from Messina Dr. SW..",8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.747508690334,35.0416845093011,1514,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,3,<Null>,437.988424,0.08,Gibson Blvd. Improv's-for SierraRanch,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Delgado to De Anza,Gibson Trail (West),<Null>,Asphalt,"Gibson Blvd., west from Messina Dr. SW.",8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.744828659915,35.0421321603528,1515,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,3,<Null>,1018.034752,0.19,Gibson Blvd. Improv's-for SierraRanch,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Delgado to De Anza,Gibson Trail (West),<Null>,Asphalt,"Gibson Blvd., west from Messina Dr. SW.",8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.741946223218,35.0426142742177,1516,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,3,<Null>,562.271119,0.1,Gibson Blvd. Improv's-for SierraRanch,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Delgado to De Anza,Gibson Trail (West),<Null>,Asphalt,"Gibson Blvd., west from Messina Dr. SW.",8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.735438218647,35.0435273117326,1518,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,3,<Null>,33.143435,0,Amole Channel Crossing @ 98th St. SW.,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from 86th to Amole del Norte Div. Ch.,Amole Arroyo Trail,<Null>,Asphalt,98th St. and Gibson Blvd. and north from Gibson Blvd. SW.,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.73775199015,35.0479364112754,1520,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,3,<Null>,888.334061,0.16,Amole Channel Crossing @ 98th St. SW.,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Eucariz to 86th,Snow Vista Trail,<Null>,Asphalt,98th St. and Gibson Blvd. and north from Gibson Blvd. SW.,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.715731956942,35.0524383212006,1544,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,3,<Null>,36.653219,0,Amole Del Norte Trail,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Sage to Blake,Amole del Norte Trail,<Null>,Asphalt,Amole Del Norte Channel b/t Sage Rd. and Blake Rd. SW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.740090968002,35.0521597186392,1522,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,3,<Null>,72.40375,0.01,WESTGATE TRAIL ALONG THE SNOW VISTA CHANNEL,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Eucariz to 86th,West Gate Trail,<Null>,Asphalt,Eueariz to Gibson,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.73960802632,35.0521424117293,1523,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,3,<Null>,1250.555735,0.23,WESTGATE TRAIL ALONG THE SNOW VISTA CHANNEL,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Eucariz to 86th,West Gate Trail,<Null>,Asphalt,Eueariz to Gibson,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.742060915773,35.053795958533,1524,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,3,<Null>,1480.65517,0.28,WESTGATE TRAIL ALONG THE SNOW VISTA CHANNEL,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Eucariz to 86th,West Gate Trail,<Null>,Asphalt,Eueariz to Gibson,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.745122407289,35.0599145948233,1525,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,3,<Null>,1572.078736,0.29,WESTGATE TRAIL ALONG THE SNOW VISTA CHANNEL,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Eucariz to 86th,West Gate Trail,<Null>,Asphalt,Eueariz to Gibson,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.746616423221,35.0556162900092,1527,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,3,<Null>,838.412968,0.15,"Timarron West, Unit 2",CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from 114th to Cerillos Rd,De Vargas Trail,<Null>,Asphalt,North of De Vargas Road SW,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.75155281452,35.0561217299503,1528,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,3,<Null>,148.076363,0.02,"Timarron West Subd , Unit 3",CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from 114th to Cerillos Rd,De Vargas Trail,<Null>,Asphalt,DeVargas Rd. and 114th St. S.W.,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.754911305301,35.0580218892861,1530,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,3,<Null>,237.34938,0.04,Timarron West Unit 4,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,@ neighborhood between 114th and Peacock,De Vargas Network,<Null>,Asphalt,Teal Rd & Wood Duck Drive,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.756277757413,35.0580281432782,1532,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,3,<Null>,216.94323,0.04,Timarron West Unit 4,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,@ neighborhood between 114th and Peacock,De Vargas Network,<Null>,Asphalt,Teal Rd & Wood Duck Drive,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
